,Round,Seed,Opp_1,Opp_2,Opp_3,Opp_4,Opp_5,Opp_6,Final Rd,Team,Conf,W,AdjO,AdjD,AdjT,Luck,OppO,OppD,Non-Conf SOS,Year
0,1,15,Kentucky,,,,,,No Upset,Abilene Christian,Slnd,27.0,103.4,102.0,66.1,0.123,100.0,108.7,-4.75,2019
1,2,14,Texas,UCLA,,,,,No Upset,Abilene Christian,Slnd,24.0,101.7,91.6,69.3,0.009,99.4,104.8,4.93,2021
2,1,11,North Carolina,,,,,,No Upset,Air Force,MWC,22.0,111.4,96.0,51.9,0.025,103.3,102.8,-10.49,2004
3,1,13,Illinois,,,,,,No Upset,Air Force,MWC,24.0,113.2,98.3,54.7,-0.001,102.8,102.2,-6.63,2006
4,1,13,Gonzaga,,,,,,No Upset,Akron,MAC,23.0,102.9,96.0,64.8,-0.014,100.9,102.5,-1.83,2009
5,1,15,Notre Dame,,,,,,No Upset,Akron,MAC,23.0,103.7,99.6,65.9,0.043,102.5,104.2,-0.43,2011
6,1,12,VCU,,,,,,No Upset,Akron,MAC,26.0,106.8,95.2,65.2,0.085,102.4,102.7,0.28,2013
7,1,13,UCLA,,,,,,No Upset,Akron,MAC,24.0,105.6,102.0,62.1,0.013,100.7,105.8,-4.48,2022
8,2,2,Florida Atlantic,Kent State,,,,,Upset,Alabama,SEC,27.0,114.0,95.3,68.0,0.076,107.1,98.5,-1.56,2002
9,1,10,Indiana,,,,,,No Upset,Alabama,SEC,17.0,110.3,95.7,65.3,-0.015,106.6,97.1,2.31,2003
10,4,8,Southern Illinois,Stanford,Syracuse,Connecticut,,,No Upset,Alabama,SEC,20.0,114.7,98.2,64.7,0.004,109.1,97.9,6.59,2004
11,1,5,Milwaukee,,,,,,Upset,Alabama,SEC,24.0,118.8,98.3,62.8,0.033,106.5,99.6,-1.28,2005
12,2,10,Marquette,UCLA,,,,,No Upset,Alabama,SEC,18.0,112.8,100.3,63.4,0.005,107.7,98.4,1.6,2006
13,1,9,Creighton,,,,,,No Upset,Alabama,SEC,21.0,106.1,89.5,61.9,-0.067,107.4,100.3,3.98,2012
14,2,9,Virginia Tech,Villanova,,,,,No Upset,Alabama,SEC,20.0,108.7,95.2,68.7,0.017,110.9,99.7,2.54,2018
15,3,2,Iona,Maryland,UCLA,,,,Upset,Alabama,SEC,26.0,112.9,87.8,73.3,0.02,110.1,95.3,9.45,2021
16,1,6,Notre Dame,,,,,,Upset,Alabama,SEC,19.0,115.2,98.6,71.9,-0.022,109.4,96.9,10.15,2022
17,1,16,Duke,,,,,,No Upset,Alabama St.,SWAC,16.0,93.8,104.5,61.4,0.023,94.6,106.7,0.53,2004
18,1,16,Connecticut,,,,,,No Upset,Albany,AE,21.0,106.2,103.6,63.8,0.027,99.6,105.3,0.12,2006
19,1,13,Virginia,,,,,,No Upset,Albany,AE,23.0,107.4,105.2,63.7,0.109,102.4,105.9,0.94,2007
20,1,15,Duke,,,,,,No Upset,Albany,AE,24.0,102.6,101.3,61.7,0.082,98.6,103.8,-6.61,2013
21,1,16,Florida,,,,,,No Upset,Albany,AE,19.0,102.9,103.9,61.6,0.002,101.5,106.6,0.91,2014
22,1,14,Oklahoma,,,,,,No Upset,Albany,AE,24.0,107.2,103.9,60.8,0.054,100.4,105.9,0.18,2015
23,1,15,Tennessee,,,,,,No Upset,American,Pat,21.0,107.9,106.3,60.4,0.045,99.9,104.1,-2.17,2008
24,1,14,Villanova,,,,,,No Upset,American,Pat,24.0,105.3,100.6,60.7,0.093,97.6,104.0,0.55,2009
25,1,15,Wisconsin,,,,,,No Upset,American,Pat,20.0,103.4,98.9,59.7,0.007,103.6,106.2,-0.1,2014
26,3,3,UC Santa Barbara,Wyoming,Oklahoma,,,,No Upset,Arizona,P10,24.0,119.3,98.8,71.1,0.079,111.3,97.1,17.56,2002
27,4,1,Vermont,Gonzaga,Notre Dame,Kansas,,,Upset,Arizona,P10,28.0,115.6,88.8,72.7,-0.007,107.2,98.5,8.19,2003
28,1,9,Seton Hall,,,,,,No Upset,Arizona,P10,20.0,118.5,102.3,73.0,-0.072,106.7,101.0,4.6,2004
29,4,3,Utah State,UAB,Oklahoma State,Illinois,,,No Upset,Arizona,P10,30.0,116.7,94.5,68.6,0.027,107.8,99.7,3.33,2005
30,2,8,Wisconsin,Villanova,,,,,No Upset,Arizona,P10,20.0,112.2,95.0,67.7,-0.037,108.0,97.5,9.27,2006
31,1,8,Purdue,,,,,,Upset,Arizona,P10,20.0,119.5,100.1,68.3,-0.009,110.4,98.2,10.23,2007
32,1,10,West Virginia,,,,,,No Upset,Arizona,P10,19.0,116.4,97.3,63.5,-0.079,110.3,97.6,8.75,2008
33,3,12,Utah,Cleveland State,Louisville,,,,No Upset,Arizona,P10,21.0,117.7,101.8,64.9,0.018,109.0,97.7,2.34,2009
34,4,5,Memphis,Texas,Duke,Connecticut,,,No Upset,Arizona,P10,30.0,117.4,97.8,65.3,0.064,107.7,100.0,-0.36,2011
35,3,6,Belmont,Harvard,Ohio State,,,,No Upset,Arizona,P12,27.0,115.4,93.5,65.5,-0.012,106.4,98.5,1.45,2013
36,4,1,Weber State,Gonzaga,San Diego State,Wisconsin,,,Upset,Arizona,P12,33.0,116.5,86.4,62.8,0.014,109.9,100.6,1.62,2014
37,4,2,Texas Southern,Ohio State,Xavier,Wisconsin,,,No Upset,Arizona,P12,34.0,119.9,87.5,65.8,-0.033,108.3,100.9,0.09,2015
38,1,6,Wichita State,,,,,,Upset,Arizona,P12,25.0,116.8,95.8,68.3,-0.038,107.9,101.3,-3.66,2016
39,3,2,North Dakota,Saint Mary's (CA),Xavier,,,,Upset,Arizona,P12,32.0,118.4,95.1,66.0,0.046,108.7,101.5,1.69,2017
40,1,4,Buffalo,,,,,,Upset,Arizona,P12,27.0,118.0,100.4,67.1,0.036,108.5,102.5,2.51,2018
41,3,1,Wright State,TCU,Houston,,,,Upset,Arizona,P12,33.0,118.6,92.6,72.2,0.048,105.9,99.5,-0.78,2022
42,2,10,Memphis,Kansas,,,,,No Upset,Arizona St.,P10,20.0,113.9,97.4,66.9,-0.014,106.4,97.7,5.43,2003
43,2,6,Temple,Syracuse,,,,,No Upset,Arizona St.,P10,25.0,118.2,95.2,59.1,-0.018,108.9,98.8,-2.04,2009
44,1,10,Texas,,,,,,No Upset,Arizona St.,P12,21.0,111.2,96.4,67.4,0.003,108.6,101.1,-2.6,2014
45,1,11,Buffalo,,,,,,No Upset,Arizona St.,P12,23.0,109.7,98.2,70.8,0.051,107.3,101.7,1.55,2019
46,1,8,Bucknell,,,,,,Upset,Arkansas,SEC,22.0,112.2,93.8,66.0,-0.062,106.0,99.6,-4.78,2006
47,1,12,USC,,,,,,No Upset,Arkansas,SEC,21.0,110.6,93.9,66.1,-0.021,110.3,100.2,1.28,2007
48,2,9,Indiana,North Carolina,,,,,No Upset,Arkansas,SEC,23.0,111.4,96.2,66.5,0.008,108.4,101.2,-0.61,2008
49,2,5,Wofford,North Carolina,,,,,No Upset,Arkansas,SEC,27.0,114.7,98.3,69.3,0.045,107.2,101.1,-3.44,2015
50,2,8,Seton Hall,North Carolina,,,,,No Upset,Arkansas,SEC,26.0,116.1,99.8,69.7,0.086,108.6,100.2,-1.55,2017
51,1,7,Butler,,,,,,Upset,Arkansas,SEC,23.0,116.3,101.7,69.7,0.059,110.5,100.6,0.87,2018
52,4,3,Colgate,Texas Tech,Oral Roberts,Baylor,,,No Upset,Arkansas,SEC,25.0,111.1,89.6,72.6,0.064,109.4,96.7,-4.09,2021
53,4,4,Vermont,New Mexico State,Gonzaga,Duke,,,No Upset,Arkansas,SEC,28.0,109.9,90.4,70.7,0.038,107.5,98.4,-2.78,2022
54,2,12,Purdue,Iowa State,,,,,No Upset,Arkansas Little Rock,SB,30.0,109.2,96.0,63.4,0.056,104.2,104.9,-0.2,2016
55,1,16,Duke,,,,,,No Upset,Arkansas Pine Bluff,SWAC,18.0,93.1,99.5,65.1,0.053,96.4,104.0,17.98,2010
56,3,10,Saint Joseph's,Wake Forest,Syracuse,,,,No Upset,Auburn,SEC,22.0,107.7,94.1,66.6,0.051,106.0,97.8,-4.71,2003
57,2,4,College of Charleston,Clemson,,,,,Upset,Auburn,SEC,26.0,115.4,96.7,72.6,0.034,108.8,101.3,-1.86,2018
58,5,5,New Mexico State,Kansas,North Carolina,Kentucky,Virginia,,No Upset,Auburn,SEC,30.0,120.9,95.9,67.9,0.008,110.7,98.5,2.63,2019
59,2,2,Jacksonville State,Miami (FL),,,,,Upset,Auburn,SEC,28.0,112.7,89.5,70.1,-0.021,106.9,98.6,3.7,2022
60,1,13,Louisville,,,,,,No Upset,Austin Peay,OVC,20.0,100.7,98.0,64.4,0.171,104.2,105.1,7.41,2003
61,1,15,Texas,,,,,,No Upset,Austin Peay,OVC,24.0,104.6,104.9,65.5,0.086,102.5,108.8,5.19,2008
62,1,16,Kansas,,,,,,No Upset,Austin Peay,OVC,18.0,104.5,109.6,69.5,0.061,105.1,108.0,-0.19,2016
63,1,12,Connecticut,,,,,,No Upset,BYU,MWC,23.0,109.4,91.7,65.5,-0.031,107.3,101.8,5.2,2003
64,1,12,Syracuse,,,,,,No Upset,BYU,MWC,21.0,113.0,97.4,65.9,0.02,108.1,101.0,6.41,2004
65,1,8,Xavier,,,,,,Upset,BYU,MWC,25.0,116.7,100.6,67.6,0.001,106.8,102.5,-0.3,2007
66,1,8,Texas A&M,,,,,,Upset,BYU,MWC,27.0,107.4,91.7,67.8,0.027,104.2,102.7,-4.23,2008
67,1,8,Texas A&M,,,,,,Upset,BYU,MWC,25.0,114.0,93.9,69.0,-0.046,105.4,100.9,0.39,2009
68,2,7,Florida,Kansas State,,,,,No Upset,BYU,MWC,30.0,117.3,94.0,71.1,0.012,104.9,101.0,-0.03,2010
69,3,3,Wofford,Gonzaga,Florida,,,,No Upset,BYU,MWC,32.0,117.5,94.3,70.2,0.055,106.8,99.8,3.59,2011
70,1,14,Marquette,,,,,,No Upset,BYU,WCC,26.0,106.3,93.5,72.6,0.02,105.1,103.8,0.38,2012
71,1,10,Oregon,,,,,,No Upset,BYU,WCC,23.0,114.5,100.7,70.8,-0.004,109.6,103.0,8.43,2014
72,1,6,UCLA,,,,,,Upset,BYU,WCC,20.0,113.7,92.5,67.6,0.037,109.1,96.8,10.05,2021
73,1,11,Purdue,,,,,,No Upset,Baylor,B12,21.0,115.7,100.9,70.1,-0.028,106.9,99.3,-4.83,2008
74,4,3,Sam Houston State,Old Dominion,Saint Mary's (CA),Duke,,,No Upset,Baylor,B12,28.0,119.2,94.3,64.5,-0.021,108.3,97.7,-2.79,2010
75,4,3,South Dakota State,Colorado,Xavier,Kentucky,,,No Upset,Baylor,B12,30.0,116.0,94.7,65.6,0.059,108.1,98.5,-2.7,2012
76,3,6,Nebraska,Creighton,Wisconsin,,,,No Upset,Baylor,B12,26.0,118.9,99.5,61.3,0.012,111.0,100.6,-0.36,2014
77,1,3,Georgia State,,,,,,Upset,Baylor,B12,24.0,116.6,94.5,61.5,-0.035,108.9,98.7,-0.51,2015
78,1,5,Yale,,,,,,Upset,Baylor,B12,22.0,118.9,99.8,66.6,-0.012,109.7,98.4,-3.12,2016
79,3,3,New Mexico State,USC,South Carolina,,,,Upset,Baylor,B12,27.0,117.1,92.9,63.7,0.023,111.7,98.6,1.67,2017
80,2,9,Syracuse,Gonzaga,,,,,No Upset,Baylor,B12,20.0,115.3,98.8,65.2,-0.029,108.8,98.3,-4.04,2019
81,7,1,Hartford,Wisconsin,Villanova,Arkansas,Houston,Gonzaga,No Upset,Baylor,B12,28.0,125.0,91.1,67.4,0.046,108.7,95.5,-2.83,2021
82,2,1,Norfolk State,North Carolina,,,,,Upset,Baylor,B12,27.0,118.0,91.0,67.4,0.004,107.4,96.5,-1.89,2022
83,1,15,UCLA,,,,,,No Upset,Belmont,ASun,20.0,107.1,107.8,69.1,0.024,99.7,108.4,5.97,2006
84,1,15,Georgetown,,,,,,No Upset,Belmont,ASun,23.0,106.6,102.2,66.1,0.022,100.0,106.8,2.22,2007
85,1,15,Duke,,,,,,No Upset,Belmont,ASun,25.0,109.7,106.2,68.6,0.075,100.9,106.1,0.51,2008
86,1,13,Wisconsin,,,,,,No Upset,Belmont,ASun,30.0,112.6,94.1,68.4,-0.006,100.5,105.2,-1.05,2011
87,1,14,Georgetown,,,,,,No Upset,Belmont,ASun,27.0,117.1,100.1,67.2,-0.017,103.4,103.7,4.69,2012
88,1,11,Arizona,,,,,,No Upset,Belmont,OVC,26.0,111.6,96.6,65.9,0.013,103.8,104.6,5.39,2013
89,1,15,Virginia,,,,,,No Upset,Belmont,OVC,22.0,110.2,107.9,66.9,0.065,102.4,105.7,-1.68,2015
90,1,11,Maryland,,,,,,No Upset,Belmont,OVC,27.0,115.6,101.5,71.3,0.025,103.6,105.6,3.78,2019
91,1,15,Duke,,,,,,No Upset,Binghamton,AE,23.0,102.3,103.3,67.2,0.13,99.6,105.3,-4.08,2009
92,1,14,Louisville,,,,,,No Upset,Boise St.,WAC,25.0,108.7,104.8,70.7,0.085,103.3,105.9,-3.36,2008
93,1,8,Memphis,,,,,,Upset,Boise St.,MWC,27.0,107.5,92.4,64.4,0.029,104.8,99.3,0.55,2022
94,1,11,Texas,,,,,,No Upset,Boston College,BE,20.0,109.4,99.4,69.1,0.04,105.3,98.9,-2.77,2002
95,2,6,Utah,Georgia Tech,,,,,No Upset,Boston College,BE,24.0,110.5,95.1,62.6,0.045,106.2,99.0,-2.14,2004
96,2,4,Penn,Milwaukee,,,,,Upset,Boston College,BE,25.0,114.3,96.0,64.8,0.078,105.8,99.2,-4.21,2005
97,3,4,Pacific,Montana,Villanova,,,,No Upset,Boston College,ACC,28.0,117.8,99.2,61.5,0.024,107.1,99.7,-5.69,2006
98,2,7,Texas Tech,Georgetown,,,,,No Upset,Boston College,ACC,21.0,117.3,101.1,64.3,0.026,110.7,100.4,-2.41,2007
99,1,7,USC,,,,,,Upset,Boston College,ACC,22.0,113.2,102.0,65.3,0.038,106.6,100.2,-5.57,2009
100,1,16,Cincinnati,,,,,,No Upset,Boston University,AE,22.0,101.3,104.0,64.5,0.102,97.5,106.6,0.25,2002
101,1,16,Kansas,,,,,,No Upset,Boston University,AE,21.0,103.4,103.9,62.6,0.045,100.5,105.1,0.49,2011
102,3,13,Kansas,Pittsburgh,Memphis,,,,No Upset,Bradley,MVC,22.0,107.5,91.0,69.3,-0.019,105.4,98.5,-2.22,2006
103,1,15,Michigan State,,,,,,No Upset,Bradley,MVC,20.0,101.5,101.4,65.3,0.035,102.6,104.3,-3.94,2019
104,2,14,Kansas,Wisconsin,,,,,No Upset,Bucknell,Pat,23.0,102.2,95.6,63.1,0.063,101.4,103.7,2.28,2005
105,2,9,Arkansas,Memphis,,,,,No Upset,Bucknell,Pat,27.0,105.7,93.1,61.8,0.092,100.2,103.4,7.18,2006
106,1,14,Connecticut,,,,,,No Upset,Bucknell,Pat,25.0,105.8,99.2,64.5,0.068,102.7,106.1,1.56,2011
107,1,11,Butler,,,,,,No Upset,Bucknell,Pat,28.0,107.3,94.6,61.9,-0.014,102.4,104.1,2.78,2013
108,1,13,West Virginia,,,,,,No Upset,Bucknell,Pat,26.0,109.7,100.3,70.0,0.006,101.4,105.0,0.89,2017
109,1,14,Michigan State,,,,,,No Upset,Bucknell,Pat,25.0,109.5,102.2,71.4,0.006,102.8,107.1,5.79,2018
110,1,12,West Virginia,,,,,,No Upset,Buffalo,MAC,23.0,111.3,99.4,68.3,0.001,106.0,104.2,0.81,2015
111,1,14,Miami (FL),,,,,,No Upset,Buffalo,MAC,20.0,105.9,102.9,72.1,0.044,106.5,105.6,2.0,2016
112,2,13,Arizona,Kentucky,,,,,No Upset,Buffalo,MAC,27.0,114.7,103.2,72.7,0.006,105.1,105.2,3.87,2018
113,2,6,Arizona State,Texas Tech,,,,,No Upset,Buffalo,MAC,32.0,115.2,95.4,73.6,0.056,105.5,102.4,1.15,2019
114,3,12,Mississippi State,Louisville,Oklahoma,,,,No Upset,Butler,Horz,27.0,115.4,99.3,58.6,0.073,104.5,100.4,1.84,2003
115,3,5,Old Dominion,Maryland,Florida,,,,No Upset,Butler,Horz,29.0,118.0,96.5,58.1,0.016,106.6,101.8,6.61,2007
116,2,7,South Alabama,Tennessee,,,,,No Upset,Butler,Horz,30.0,116.2,96.2,59.5,0.002,104.3,101.5,5.43,2008
117,1,9,LSU,,,,,,No Upset,Butler,Horz,26.0,110.3,94.5,62.8,-0.014,103.0,100.5,6.15,2009
118,6,5,UTEP,Murray State,Syracuse,Kansas State,Michigan State,Duke,No Upset,Butler,Horz,33.0,111.0,88.5,63.0,0.032,106.7,99.9,11.11,2010
119,6,8,Old Dominion,Pittsburgh,Wisconsin,Florida,VCU,Connecticut,No Upset,Butler,Horz,28.0,112.3,95.9,63.5,0.033,106.4,100.3,6.67,2011
120,2,6,Bucknell,Marquette,,,,,No Upset,Butler,A10,27.0,110.5,95.1,63.6,0.087,106.8,99.3,4.18,2013
121,2,6,Texas,Notre Dame,,,,,No Upset,Butler,BE,23.0,110.2,90.1,63.2,-0.023,110.6,100.9,0.69,2015
122,2,9,Texas Tech,Virginia,,,,,No Upset,Butler,BE,22.0,118.0,100.7,67.9,-0.009,108.5,100.4,-4.1,2016
123,3,4,Winthrop,Middle Tennessee,North Carolina,,,,No Upset,Butler,BE,25.0,117.7,97.0,65.9,0.002,110.8,100.0,5.12,2017
124,2,10,Arkansas,Purdue,,,,,No Upset,Butler,BE,21.0,116.2,97.2,67.6,-0.047,112.0,100.8,0.11,2018
125,1,16,Wichita State,,,,,,No Upset,Cal Poly,BW,14.0,103.6,104.4,58.8,-0.044,107.4,105.0,10.19,2014
126,1,15,Oklahoma,,,,,,No Upset,Cal St. Bakersfield,WAC,24.0,104.0,97.8,67.6,-0.003,100.6,107.1,-2.99,2016
127,1,14,Wisconsin,,,,,,No Upset,Cal St. Fullerton,BW,24.0,112.3,103.9,71.6,-0.01,101.5,105.5,-3.01,2008
128,1,15,Purdue,,,,,,No Upset,Cal St. Fullerton,BW,20.0,103.7,103.1,69.6,0.097,103.8,105.0,2.76,2018
129,1,15,Duke,,,,,,No Upset,Cal St. Fullerton,BW,21.0,104.1,102.7,66.1,0.047,100.5,103.5,-3.84,2022
130,1,15,Memphis,,,,,,No Upset,Cal St. Northridge,BW,17.0,102.2,97.0,71.8,-0.045,104.0,103.7,5.14,2009
131,2,6,Penn,Pittsburgh,,,,,No Upset,California,P10,23.0,109.8,93.7,66.6,0.088,107.9,100.0,-5.85,2002
132,2,8,NC State,Oklahoma,,,,,No Upset,California,P10,22.0,109.9,96.3,65.9,0.061,106.7,99.6,0.3,2003
133,1,7,NC State,,,,,,Upset,California,P10,20.0,110.5,96.8,61.9,0.021,106.8,99.3,-0.77,2006
134,1,7,Maryland,,,,,,Upset,California,P10,22.0,116.8,99.4,66.0,0.001,108.0,98.8,-3.54,2009
135,2,8,Louisville,Duke,,,,,No Upset,California,P10,24.0,119.6,97.4,67.1,-0.043,106.5,97.5,8.46,2010
136,2,12,UNLV,Syracuse,,,,,No Upset,California,P12,21.0,107.3,94.2,64.9,0.041,106.0,97.6,2.12,2013
137,1,4,Hawaii,,,,,,Upset,California,P12,23.0,112.5,94.2,68.1,-0.053,109.4,101.8,-2.58,2016
138,1,14,Pittsburgh,,,,,,No Upset,Central Connecticut,NEC,27.0,100.6,99.7,64.0,0.137,97.4,109.3,-4.99,2002
139,1,16,Ohio State,,,,,,No Upset,Central Connecticut,NEC,22.0,104.1,106.3,63.3,0.06,100.4,108.8,-5.1,2007
140,2,11,Creighton,Duke,,,,,No Upset,Central Michigan,MAC,25.0,109.5,99.4,71.7,0.137,104.3,102.3,2.86,2003
141,1,9,Notre Dame,,,,,,No Upset,Charlotte,CUSA,18.0,114.2,98.5,66.8,-0.008,107.3,98.1,6.48,2002
142,1,9,Texas Tech,,,,,,No Upset,Charlotte,CUSA,21.0,112.7,98.5,69.7,0.015,105.0,99.3,2.66,2004
143,1,7,NC State,,,,,,Upset,Charlotte,CUSA,21.0,111.6,99.5,70.6,0.042,104.9,101.2,-1.74,2005
144,1,15,Wake Forest,,,,,,No Upset,Chattanooga,SC,20.0,98.9,98.8,67.6,0.059,101.1,104.9,5.69,2005
145,1,16,Connecticut,,,,,,No Upset,Chattanooga,SC,18.0,104.3,108.4,69.5,0.041,102.1,105.5,12.4,2009
146,1,12,Indiana,,,,,,No Upset,Chattanooga,SC,29.0,107.5,101.0,66.3,0.132,104.4,107.6,-0.04,2016
147,1,13,Illinois,,,,,,No Upset,Chattanooga,SC,27.0,109.0,97.5,64.7,0.007,105.1,104.7,1.74,2022
148,2,1,Boston University,UCLA,,,,,Upset,Cincinnati,CUSA,31.0,118.1,87.9,67.4,0.002,106.3,99.7,3.48,2002
149,1,8,Gonzaga,,,,,,Upset,Cincinnati,CUSA,17.0,105.0,90.3,66.4,-0.066,106.6,99.3,3.65,2003
150,2,4,East Tennessee State,Illinois,,,,,Upset,Cincinnati,CUSA,25.0,116.1,94.5,66.7,0.003,105.6,100.0,-0.28,2004
151,2,7,Iowa,Kentucky,,,,,No Upset,Cincinnati,CUSA,25.0,112.5,92.0,68.0,-0.006,106.1,100.6,0.62,2005
152,2,6,Missouri,Connecticut,,,,,No Upset,Cincinnati,BE,26.0,111.1,91.7,62.6,0.04,106.8,100.6,-9.35,2011
153,3,6,Texas,Florida State,Ohio State,,,,No Upset,Cincinnati,BE,26.0,109.5,93.5,62.9,0.023,105.7,98.8,-9.17,2012
154,1,10,Creighton,,,,,,No Upset,Cincinnati,BE,22.0,105.9,90.4,63.0,-0.012,105.6,98.3,-5.68,2013
155,1,5,Harvard,,,,,,Upset,Cincinnati,Amer,27.0,109.7,90.4,61.1,0.036,107.3,102.6,-4.57,2014
156,2,8,Purdue,Kentucky,,,,,No Upset,Cincinnati,Amer,23.0,108.2,94.0,59.8,-0.016,104.9,101.5,1.69,2015
157,1,9,Saint Joseph's,,,,,,No Upset,Cincinnati,Amer,22.0,111.2,94.1,64.0,-0.067,107.3,102.1,-1.21,2016
158,2,6,Kansas State,UCLA,,,,,No Upset,Cincinnati,Amer,30.0,114.9,92.8,63.5,0.026,107.1,103.0,-0.47,2017
159,2,2,Georgia State,Nevada,,,,,Upset,Cincinnati,Amer,31.0,113.4,86.8,64.5,-0.019,106.9,103.4,-4.21,2018
160,1,7,Iowa,,,,,,Upset,Cincinnati,Amer,28.0,112.3,94.8,63.4,0.05,107.1,102.0,-2.85,2019
161,1,5,Villanova,,,,,,Upset,Clemson,ACC,24.0,114.0,91.9,68.0,-0.044,109.3,99.8,0.31,2008
162,1,7,Michigan,,,,,,Upset,Clemson,ACC,23.0,116.4,96.7,67.9,-0.024,105.4,99.2,-4.45,2009
163,1,7,Missouri,,,,,,Upset,Clemson,ACC,21.0,110.9,91.6,67.6,-0.041,106.3,97.6,-2.85,2010
164,1,12,West Virginia,,,,,,No Upset,Clemson,ACC,22.0,109.6,91.5,63.9,-0.087,106.7,99.7,-2.81,2011
165,3,5,New Mexico State,Auburn,Kansas,,,,No Upset,Clemson,ACC,25.0,114.2,92.6,66.1,-0.009,110.6,100.4,-1.91,2018
166,1,7,Rutgers,,,,,,Upset,Clemson,ACC,16.0,106.4,90.9,64.0,0.1,109.7,95.3,11.6,2021
167,2,13,Wake Forest,Arizona,,,,,No Upset,Cleveland St.,Horz,26.0,105.3,93.3,63.7,0.009,104.6,100.9,7.07,2009
168,1,15,Houston,,,,,,No Upset,Cleveland St.,Horz,19.0,100.6,100.7,66.1,0.199,105.1,106.0,20.35,2021
169,1,16,Virginia,,,,,,No Upset,Coastal Carolina,BSth,21.0,98.2,103.2,65.6,0.04,102.1,110.2,-4.94,2014
170,1,16,Wisconsin,,,,,,No Upset,Coastal Carolina,BSth,24.0,106.7,104.3,64.1,0.006,102.2,108.6,-1.05,2015
171,1,15,Tennessee,,,,,,No Upset,Colgate,Pat,24.0,110.5,105.9,66.4,0.012,102.4,106.3,0.84,2019
172,1,14,Arkansas,,,,,,No Upset,Colgate,Pat,14.0,110.3,101.0,72.2,0.048,99.6,105.4,-99.0,2021
173,1,14,Wisconsin,,,,,,No Upset,Colgate,Pat,23.0,108.2,103.8,67.2,-0.076,99.3,106.7,2.1,2022
174,1,13,Auburn,,,,,,No Upset,College of Charleston,CAA,26.0,108.7,103.6,64.9,0.035,104.8,108.9,-7.64,2018
175,1,10,Michigan State,,,,,,No Upset,Colorado,B12,20.0,109.1,93.8,69.9,0.001,106.9,97.8,0.22,2003
176,2,11,UNLV,Baylor,,,,,No Upset,Colorado,P12,24.0,104.8,95.9,65.1,0.081,105.7,100.4,0.06,2012
177,1,10,Illinois,,,,,,No Upset,Colorado,P12,21.0,106.5,91.9,63.7,0.029,107.3,98.1,3.8,2013
178,1,8,Pittsburgh,,,,,,Upset,Colorado,P12,23.0,107.7,96.5,64.8,0.12,109.5,100.8,1.71,2014
179,1,8,Connecticut,,,,,,Upset,Colorado,P12,22.0,108.8,95.9,69.0,0.015,109.5,102.0,-2.15,2016
180,2,5,Georgetown,Florida State,,,,,No Upset,Colorado,P12,23.0,116.3,91.2,66.1,-0.025,110.3,94.9,3.82,2021
181,1,14,Duke,,,,,,No Upset,Colorado St.,MWC,17.0,110.6,104.6,67.1,0.031,104.6,100.2,-3.45,2003
182,1,11,Murray State,,,,,,No Upset,Colorado St.,MWC,20.0,111.9,103.7,63.6,0.075,104.7,100.3,0.85,2012
183,2,8,Missouri,Louisville,,,,,No Upset,Colorado St.,MWC,26.0,117.9,98.8,63.8,0.02,105.8,98.6,-0.49,2013
184,1,6,Michigan,,,,,,Upset,Colorado St.,MWC,25.0,112.9,98.4,65.4,0.121,104.9,99.9,-2.32,2022
185,4,2,Hampton,NC State,Southern Illinois,Maryland,,,No Upset,Connecticut,BE,27.0,112.2,92.8,68.7,0.063,107.3,99.1,1.72,2002
186,3,5,BYU,Stanford,Texas,,,,No Upset,Connecticut,BE,23.0,111.6,92.0,71.2,0.005,107.3,98.6,-3.48,2003
187,7,2,Vermont,DePaul,Vanderbilt,Alabama,Duke,Georgia Tech,Upset,Connecticut,BE,33.0,117.8,89.5,68.2,0.012,107.7,98.8,-2.05,2004
188,2,2,UCF,NC State,,,,,Upset,Connecticut,BE,23.0,112.1,90.2,70.6,-0.031,108.5,100.0,-1.04,2005
189,4,1,Albany (NY),Kentucky,Washington,George Mason,,,Upset,Connecticut,BE,30.0,117.8,92.3,68.7,0.077,107.4,98.4,-3.8,2006
190,1,4,San Diego,,,,,,Upset,Connecticut,BE,24.0,115.2,96.3,67.1,-0.001,107.7,100.0,-1.27,2008
191,5,1,Chattanooga,Texas A&M,Purdue,Missouri,Michigan State,,Upset,Connecticut,BE,31.0,116.0,86.8,67.1,0.024,109.0,98.6,-1.68,2009
192,7,3,Bucknell,Cincinnati,San Diego State,Arizona,Kentucky,Butler,Upset,Connecticut,BE,32.0,115.8,91.9,64.5,0.048,110.1,97.4,-0.77,2011
193,1,9,Iowa State,,,,,,No Upset,Connecticut,BE,20.0,111.3,96.8,63.0,-0.032,107.3,99.1,-0.46,2012
194,7,7,Saint Joseph's,Villanova,Iowa State,Michigan State,Florida,Kentucky,Upset,Connecticut,Amer,32.0,113.6,91.5,63.2,0.08,109.7,100.3,0.91,2014
195,2,9,Colorado,Kansas,,,,,No Upset,Connecticut,Amer,25.0,111.9,93.2,65.9,-0.036,107.6,101.4,-0.91,2016
196,1,7,Maryland,,,,,,Upset,Connecticut,BE,15.0,113.1,92.5,65.5,-0.068,108.2,95.2,-1.27,2021
197,1,5,New Mexico State,,,,,,Upset,Connecticut,BE,23.0,113.8,95.3,64.8,-0.038,105.7,98.3,-3.58,2022
